0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.019970,-0.009985,0.000000,0.000000,0.000000,0.000000,0.019970,-0.009985,0.000000,0.000000,0.000000,0.000000,0.019970,0.013314,0.000000,0.000000,0.000000,0.000000,0.000000,0.019970,-0.013314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.039765,-0.019882,0.000000,0.000000,0.000000,0.000000,0.039765,-0.019882,0.000000,0.000000,0.000000,0.000000,0.039765,0.026510,0.000000,0.000000,0.000000,0.000000,0.000000,0.039765,-0.026510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.059213,-0.029606,0.000000,0.000000,0.000000,0.000000,0.059213,-0.029606,0.000000,0.000000,0.000000,0.000000,0.059213,0.039475,0.000000,0.000000,0.000000,0.000000,0.000000,0.059213,-0.039475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.078156,-0.039078,0.000000,0.000000,0.000000,0.000000,0.078156,-0.039078,0.000000,0.000000,0.000000,0.000000,0.078156,0.052104,0.000000,0.000000,0.000000,0.000000,0.000000,0.078156,-0.052104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.096454,-0.048227,0.000000,0.000000,0.000000,0.000000,0.096454,-0.048227,0.000000,0.000000,0.000000,0.000000,0.096454,0.064303,0.000000,0.000000,0.000000,0.000000,0.000000,0.096454,-0.064303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.113985,-0.056992,0.000000,0.000000,0.000000,0.000000,0.113985,-0.056992,0.000000,0.000000,0.000000,0.000000,0.113985,0.075990,0.000000,0.000000,0.000000,0.000000,0.000000,0.113985,-0.075990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.130651,-0.065325,0.000000,0.000000,0.000000,0.000000,0.130651,-0.065325,0.000000,0.000000,0.000000,0.000000,0.130651,0.087100,0.000000,0.000000,0.000000,0.000000,0.000000,0.130651,-0.087100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.146377,-0.073189,0.000000,0.000000,0.000000,0.000000,0.146377,-0.073189,0.000000,0.000000,0.000000,0.000000,0.146377,0.097585,0.000000,0.000000,0.000000,0.000000,0.000000,0.146377,-0.097585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.161115,-0.080557,0.000000,0.000000,0.000000,0.000000,0.161115,-0.080557,0.000000,0.000000,0.000000,0.000000,0.161115,0.107410,0.000000,0.000000,0.000000,0.000000,0.000000,0.161115,-0.107410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.174835,-0.087417,0.000000,0.000000,0.000000,0.000000,0.174835,-0.087417,0.000000,0.000000,0.000000,0.000000,0.174835,0.116557,0.000000,0.000000,0.000000,0.000000,0.000000,0.174835,-0.116557,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.187530,-0.093765,0.000000,0.000000,0.000000,0.000000,0.187530,-0.093765,0.000000,0.000000,0.000000,0.000000,0.187530,0.125020,0.000000,0.000000,0.000000,0.000000,0.000000,0.187530,-0.125020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.199211,-0.099606,0.000000,0.000000,0.000000,0.000000,0.199211,-0.099606,0.000000,0.000000,0.000000,0.000000,0.199211,0.132807,0.000000,0.000000,0.000000,0.000000,0.000000,0.199211,-0.132807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.209903,-0.104951,0.000000,0.000000,0.000000,0.000000,0.209903,-0.104951,0.000000,0.000000,0.000000,0.000000,0.209903,0.139935,0.000000,0.000000,0.000000,0.000000,0.000000,0.209903,-0.139935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.219643,-0.109822,0.000000,0.000000,0.000000,0.000000,0.219643,-0.109822,0.000000,0.000000,0.000000,0.000000,0.219643,0.146429,0.000000,0.000000,0.000000,0.000000,0.000000,0.219643,-0.146429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.228478,-0.114239,0.000000,0.000000,0.000000,0.000000,0.228478,-0.114239,0.000000,0.000000,0.000000,0.000000,0.228478,0.152319,0.000000,0.000000,0.000000,0.000000,0.000000,0.228478,-0.152319,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.236461,-0.118230,0.000000,0.000000,0.000000,0.000000,0.236461,-0.118230,0.000000,0.000000,0.000000,0.000000,0.236461,0.157640,0.000000,0.000000,0.000000,0.000000,0.000000,0.236461,-0.157640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.243647,-0.121824,0.000000,0.000000,0.000000,0.000000,0.243647,-0.121824,0.000000,0.000000,0.000000,0.000000,0.243647,0.162431,0.000000,0.000000,0.000000,0.000000,0.000000,0.243647,-0.162431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.250096,-0.125048,0.000000,0.000000,0.000000,0.000000,0.250096,-0.125048,0.000000,0.000000,0.000000,0.000000,0.250096,0.166731,0.000000,0.000000,0.000000,0.000000,0.000000,0.250096,-0.166731,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.950000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.255867,-0.127934,0.000000,0.000000,0.000000,0.000000,0.255867,-0.127934,0.000000,0.000000,0.000000,0.000000,0.255867,0.170578,0.000000,0.000000,0.000000,0.000000,0.000000,0.255867,-0.170578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
